"language","id","productCode","active","name","description","benefits","brand","width","height","depth","diameter","volume","weight","countryOfOrigin","customsCode","listImage","packaging.width","packaging.height","packaging.depth","packaging.volume","packaging.capacity","packaging.weight","materials","imprintRequired","imprintTemplate","price.type","price.currency","minQty.1","maxQty.1","price.1","minQty.2","maxQty.2","price.2","minQty.3","maxQty.3","price.3","minQty.4","maxQty.4","price.4","minQty.5","maxQty.5","price.5","minQty.6","maxQty.6","price.6","minQty.7","maxQty.7","price.7","minQty.8","maxQty.8","price.8","minQty.9","maxQty.9","price.9","minQty.10","maxQty.10","price.10"
"en","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super Clip Ecolutions® ballpen","Make the most of the large printing area on the clip with the britePix™ full-colour imprint. Now also available with the new britePix™ Texture that gives a relief effect on your communication!","The recycled version of our top full colour communicator!|Made with 70% recycled material (percentage calculated based on the total weight of the product)| Clip and barrel available with full colour printing: thousands of possibilities! Unbreakable twist-action mechanism!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spain","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Sustainable","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super Clip Ecolutions® bolígrafo","¡La versión reciclada de nuestro Super Clip! Aprovecha al máximo la gran área de impresión del clip con la técnica de impresión britePix™ a todo color. Ahora también diponible con britePix™ Texture que le dará un efecto relieve a tu comunicación!","¡La versión reciclada de nuestro Comunicador Top a todo color! Clip y barril disponibles con impresión a todo color: ¡Miles de posibilidades! ¡Mecanismo de acción giratoria inquebrantable!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","España","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Sostenible","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super klipsi Ecolutions® kuulakärkikynä","Tyylikäs ja moderni kynä isolla klipsillä, johon saatavana monivärinen britePix™-painatus. Pehmeä ja kestävä kiertomekanismi. Nyt myös kynän alaosaan monivärinen painatus koko rungon ympäri.","The recycled version of our top full colour communicator!|Made with 70% recycled material (percentage calculated based on the total weight of the product)| Clip and barrel available with full colour printing: thousands of possibilities! Unbreakable twist-action mechanism!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Espanja","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Sustainable","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super Clip Ecolutions® bille","Profitez au maximum de la large zone d’impression du clip, avec la technique d’impression britePix™ dans toutes les couleurs. Egalement disponible avec britePix™ Texture, qui apporte du relief à votre communication !","La version recyclée de notre meilleur communicateur de couleur pleine! | Fabriqué avec un matériau recyclé à 70% (pourcentage calculé sur la base du poids total du produit) | Clip et baril disponible avec une impression en couleur: des milliers de possibilités! Mécanisme de torsion incassable!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Espagne","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Durable","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super Clip Ecolutions® penna a sfera","Sfrutta al massimo la grande area di stampa della clip con la tecnica di stampa britePix™ a colori. Ora disponibile anche con britePix™ Texture che dona alla tua comunicazione un effetto a rilievo!","La versione riciclata del nostro Top Full Color Communicatore! | Realizzata con materiale riciclato al 70% (percentuale calcolata in base al peso totale del prodotto) | Clip e canna disponibili con stampa a colori: migliaia di possibilità! Meccanismo di twist-action infrangibile!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spagna","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Sostenibile","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super Clip Ecolutions® balpen","De gereclycede versie van onze beste communicator. Full colour beschikbaar op clip en houder:duizenden mogelijkheden! Onbreekbaar draaimechanisme!","The recycled version of our top full colour communicator!|Made with 70% recycled material (percentage calculated based on the total weight of the product)| Clip and barrel available with full colour printing: thousands of possibilities! Unbreakable twist-action mechanism!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spanje","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Duurzaam","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super Clip Ecolutions® esferográfica","A versão reciclada do nosso melhor comunicador! Cor total disponível no clipe e no cilindro com milhares de possibilidades. Mecanismo giratório inquebrável!","The recycled version of our top full colour communicator!|Made with 70% recycled material (percentage calculated based on the total weight of the product)| Clip and barrel available with full colour printing: thousands of possibilities! Unbreakable twist-action mechanism!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Espanha","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Sustentável","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000Dyd0eAAB","3460001E50","1","BIC® Super Clip Ecolutions® kulpenna","Den recyklade versionen utav vår top kommunikatör! Full färgs möjlighet finns på clip och kropp: Tusentalsmöjligheter!|Hållbar vrid mekanism!","The recycled version of our top full colour communicator!|Made with 70% recycled material (percentage calculated based on the total weight of the product)| Clip and barrel available with full colour printing: thousands of possibilities! Unbreakable twist-action mechanism!","BIC®","1.20 cm","14.40 cm","1.00 cm","1.00 cm","17.28 cm3","10.52 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gszwIgd29SvVgKMyOJqRImrUeFUn5Xbd8u0PO65QpWSKiZtzbWlFLiRw1VPQR39s_dki_2afqc4_Ccbb-34yT_pxNfUO1BQKzqJfa6_qqSaVrwHCbYiWMQZe4tBLV08EH8s8qxjqIlKysrSNGFV66Vi2SbIx4mASwRseXwncWfM=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","2630.00 g","Sustainable","1","https://api.everisbigcontent.com/edms/rest/v1/links/L_pcXqhMXsX229IjCRRsnyLpkWy1hHov0XLcAWccFCBkgALixdcbyPTPKdMMycA9MrA0bk44WMlRjBZ0W8LpGNCCqmYVSv0FD-NLvEZHJCr8JMrM58WjNtJgnfPNurfxNjTVw-VY9DsecU9l7l3MawCfugbMhVY8Lq1zKzZ_Kt0=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01t1n00000Dyd0jAAB","3460001E80","1","BIC® Wide Body™ Ecolutions® Kugelschreiber","Die richtige Größe, um den wahren Wert Ihrer Marke zu zeigen! Breites Profil und umfassende Möglichkeiten, Ihre Botschaft zu maximieren.","Der BIC® Wide Body™ Ecolutions® Kugelschreiber hat einen Recyclatgehalt von 98 %. Der prozentuale Anteil des Recyclats wird auf der Grundlage des Gesamtgewichts des Schafts berechnet. Für weitere Informationen: der Schaft wird aus dem Produktabfall von Obst- und Gemüsetrays hergestellt.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Nachhaltig","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01t1n00000Dyd0jAAB","3460001E80","1","BIC® Wide Body™ Ecolutions® ballpen","The right size for showing the true value of your brand! Wide profile and wide variety of possibilities to maximise your message.","BIC® Wide Body™ Ecolutions® ballpen contains 98%* of recycled material. The percentage of the recycled material is calculated on the total weight of the barrel. For further information, the barrel is made from the scrap of fruits and vegetable trays.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Spain","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Sustainable","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000Dyd0jAAB","3460001E80","1","BIC®  Wide Body™ Ecolutions® bolígrafo","¡El tamaño adecuado para mostrar el verdadero valor de tu marca! Perfil ancho y gran variedad de posibilidades para maximizar tu mensaje.","El bolígrafo BIC® Wide Body™ Ecolutions® contiene un 98% de material reciclado. El porcentaje de material reciclado se calcula sobre el peso total del cañón. El cuerpo del bolígrafo se fabrica con desechos de bandejas de fruta y verdura.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","España","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Sostenible","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000Dyd0jAAB","3460001E80","1","BIC® Wide Body™ Ecolutions® kuulakärkikynä","Riittävästi kokoa markkinointiviestisi välittämiseen! Laaja runko ja runsaasti väriyhdistelmiä, ja löydät varmasti viestintääsi sopivan.","BIC® Wide Body™ Ecolutions® kuulakynä sisältää 98 %* kierrätysmateriaalia. Kierrätysmateriaalin prosenttiosuus lasketaan tynnyrin kokonaispainosta. Lisätietoa varten tynnyri on valmistettu hedelmä- ja vihannestarjottimen romuista.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Espanja","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Sustainable","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000Dyd0jAAB","3460001E80","1","BIC®  Wide Body™ Ecolutions® bille","Le format idéal pour montrer la vraie valeur de votre marque! Profil large et grande variété de possibilités pour donner plus d’impact à votre message.","Le stylo-bille BIC ® Wide Body™ Ecolutions®  contient 98 % de matériaux recyclés. Le pourcentage de matériaux recyclés est calculé sur le poids total du corps. Pour de plus amples renseignements, le corps est fabriqué à partir de morceaux de cageots à fruits et légumes.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Espagne","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Durable","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000Dyd0jAAB","3460001E80","1","BIC® Wide Body™ Ecolutions® penna a sfera","La dimensione giusta per mostrare il vero valore del tuo marchio! Profilo numerose varietà di possibilità di massimizzare il tuo messaggio.","La penna a sfera BIC® Wide Body™ Ecolutions® contiene il 98%* di materiale riciclato. La percentuale di materiale riciclato è calcolata sul peso totale del fusto. Per ulteriori informazioni, il fusto è realizzato con gli scarti di vassoi di frutta e verdura.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Spagna","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Sostenibile","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t1n00000Dyd0jAAB","3460001E80","1","BIC® Wide Body™ Ecolutions® balpen","De juiste maat om de werkelijke waarde van uw merk te tonen! Breed profiel en een grote verscheidenheid aan mogelijkheden om uw boodschap te optimaliseren.","BIC® Wide Body™ Ecolutions® balpen bevat 98%* gerecycled materiaal. Het percentage gerecycled materiaal wordt berekend op basis van het totale gewicht van de houder. Voor meer informatie: de houder is gemaakt van het afval van fruit- en groentetrays.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Spanje","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Duurzaam","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t1n00000Dyd0jAAB","3460001E80","1","BIC® Wide Body™ Ecolutions® esferográfica","O tamanho certo para mostrar o valor real da sua marca! Perfil amplo e imensas possibilidades para maximizar a sua mensagem.","A caneta esferográfica BIC® Wide Body™ Ecolutions® contém 98%* de material reciclado. A porcentagem do material reciclado é calculada sobre o peso total do corpo. Para mais informações, o corpo é feito de restos de bandejas de frutas e vegetais.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Espanha","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Sustentável","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000Dyd0jAAB","3460001E80","1","BIC® Wide Body™ Ecolutions® kulpenna","Den rätta storleken för att visa ert varumärkes verkliga värde! Bred profil och många möjligheter att maximera ert budskap.","BIC® Wide Body™ Ecolutions® kulpenna innehåller 98 %* av återvunnet material. Procentandelen av det återvunna materialet beräknas på den totala vikten av tunnan. För ytterligare information är fatet gjort av skrot av frukt och grönsaksbrickor.","BIC®","1.50 cm","14.20 cm","0.00 cm","0.00 cm","0.00 cm3","7.70 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/N9CgyN_sIUoq1RTVFXZdeRuP5zi1OIjZipv92t8UU0MP5hbMCzJo5UPwnUtJjDfTdQJ-1bOTgefX2PeUfLtZvVKf2272m3lwLH1bqTefilvG6VvrpadeREhd7LeZ8jXUvMKyM6rwMQsPL9WS_q-eQZLMeJjRvlIfwcMKNJ7ovaU=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1925.00 g","Sustainable","1","https://api.everisbigcontent.com/edms/rest/v1/links/XeMUHD3k73ftdaV6PF04rBtqEMJQN5D9qImY5f86mPuJvgSMjHvWFluarxklRtbNKCl4ndvEnapeuHDJSkr6G49Arbh1NEBXgdNtyQFfAN07cYHNKw1JRyUi5TMvq_iyGI1-fZzOBPzzWQEoJ-U4eERRnva-Zoqg8hAuGMwBt_8=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital Kugelschreiber","Kompakte Version, die perfekt in jede Hosentasche passt! Breites Profil mit großer 360° Vollfarbdruck-Fläche!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 1,700 different combinations! | 360º photo-quality full-colour imprint. | Reliable plunger action mechanism. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Kunststoff","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
